line_id,p(Contr),p(Entl)
209,0.58257633,0.41557658
210,0.12533222,0.87111187
211,0.16313758,0.83519053
212,0.97323555,0.02616659
213,0.99908078,0.00078087
214,0.02363283,0.97496152
215,0.09246875,0.90362436
216,0.99303198,0.00596889
217,0.95728916,0.04171481
218,0.01726616,0.98113221
219,0.01620469,0.98330498
220,0.99844652,0.00142145
221,0.03145183,0.96551925
222,0.93006730,0.06938055
223,0.03243340,0.96454442
224,0.04061683,0.95652658
225,0.03984454,0.95775247
226,0.03154356,0.96522075
227,0.98312700,0.01636229
228,0.99351352,0.00611214
229,0.99647093,0.00254244
230,0.02899622,0.96894699
231,0.99866688,0.00125386
232,0.99728131,0.00247789
233,0.06804711,0.92525184
234,0.01330789,0.98521394
235,0.00863361,0.98939383
236,0.01410251,0.98382527
237,0.18975079,0.80486423
238,0.64709485,0.35048056
239,0.02607326,0.97257644
240,0.99757987,0.00228200
241,0.93082368,0.06535175
242,0.99273795,0.00677874
243,0.99925166,0.00065510
244,0.96241605,0.03721909
245,0.02165332,0.97548497
246,0.99894482,0.00095277
247,0.05653137,0.94100171
248,0.99943072,0.00049504
249,0.01076108,0.98771977
250,0.23314260,0.76014805
251,0.99942744,0.00044568
252,0.99836057,0.00122370
253,0.12122244,0.87409890
254,0.01197674,0.98695660
255,0.03546331,0.96143633
256,0.02392432,0.97391605
257,0.03338513,0.96302450
258,0.02474421,0.97202009
259,0.99916279,0.00074374
260,0.02965220,0.96886450
261,0.01711380,0.98073721
262,0.99955505,0.00036029
263,0.99535793,0.00411109
264,0.04277520,0.95428455
265,0.18366651,0.81386030
266,0.03387677,0.96382540
267,0.00689707,0.99111801
268,0.99957591,0.00033818
269,0.99933416,0.00059848
270,0.99938977,0.00044714
271,0.01703390,0.98111665
272,0.02406157,0.97493058
273,0.99770218,0.00213553
274,0.05520456,0.94306242
275,0.99930966,0.00063304
276,0.02499426,0.97158372
277,0.03284151,0.96163130
278,0.04856401,0.94898802
279,0.99624473,0.00336463
280,0.99411327,0.00570677
281,0.03776737,0.96059299
282,0.99943334,0.00047268
283,0.99621373,0.00353249
284,0.99788326,0.00197612
285,0.99939227,0.00053378
286,0.99908888,0.00077144
287,0.04053483,0.95678407
288,0.02165195,0.97639650
289,0.99953794,0.00037159
290,0.02139137,0.97594869
291,0.99725890,0.00249361
292,0.99728465,0.00239756
293,0.00603841,0.99312383
294,0.05490251,0.94287819
295,0.99914742,0.00066252
296,0.23540065,0.76279163
297,0.66935712,0.32874995
298,0.27291089,0.72263157
299,0.15974836,0.83748484
300,0.02711865,0.97104889
301,0.99462503,0.00513637
302,0.99588096,0.00377066
303,0.96082640,0.03842187
304,0.03638776,0.96090847
305,0.15007411,0.84406030
306,0.93892545,0.05976799
307,0.02951635,0.96716577
308,0.99926060,0.00063906
309,0.02401255,0.97473532
310,0.99917883,0.00072025
311,0.99607301,0.00359339
312,0.99870086,0.00108812
313,0.03036427,0.96756971
314,0.03169246,0.96328616
315,0.02711452,0.96775210
316,0.88100147,0.11802402
317,0.12075351,0.87648773
318,0.99634141,0.00342263
319,0.01861247,0.97964489
320,0.99857557,0.00128722
321,0.99861312,0.00124458
322,0.02363148,0.97429001
323,0.02882935,0.96856344
324,0.01749307,0.97886562
325,0.04748886,0.94886243
326,0.99944943,0.00044859
327,0.03156810,0.96640402
328,0.01654524,0.98213643
329,0.01398150,0.98425633
330,0.02018006,0.97537857
331,0.05248154,0.94383520
332,0.99844438,0.00134483
333,0.03725915,0.95968342
334,0.99905974,0.00076521
335,0.99530965,0.00442664
336,0.99795121,0.00190585
337,0.99709129,0.00201648
338,0.02481801,0.97292376
339,0.03412653,0.96293229
340,0.99236488,0.00727833
341,0.04255116,0.94965529
342,0.99932432,0.00052210
343,0.03330741,0.96237719
344,0.99896061,0.00089994
345,0.04353512,0.95351797
346,0.99967468,0.00019251
347,0.01676193,0.98117399
348,0.99961448,0.00030724
349,0.99931037,0.00051674
350,0.05413358,0.94363868
351,0.03700861,0.95867801
352,0.98912489,0.01012148
353,0.99950933,0.00040116
354,0.06953541,0.92621529
355,0.04020933,0.95413393
356,0.01416865,0.98341519
357,0.52781671,0.47003710
358,0.04467062,0.95225775
359,0.99805862,0.00168815
360,0.02963771,0.96874309
361,0.02067317,0.97776753
362,0.04301589,0.95342493
363,0.99611628,0.00349634
364,0.27304053,0.72412944
365,0.99956590,0.00030477
366,0.01436341,0.98407841
367,0.99890089,0.00087242
368,0.99952292,0.00040685
369,0.04675638,0.94719362
370,0.99905306,0.00075570
371,0.02489025,0.97332770
372,0.03001416,0.96642268
373,0.03223531,0.96520042
374,0.05108533,0.94001025
375,0.07385723,0.92436606
376,0.02252103,0.97298354
377,0.99963307,0.00030913
378,0.99967611,0.00024200
379,0.99961925,0.00029031
380,0.97723585,0.02143875
381,0.01977947,0.97809041
382,0.01808792,0.97753704
383,0.99787331,0.00183987
384,0.02313591,0.97368783
385,0.99971145,0.00021025
386,0.99852657,0.00126781
387,0.01280262,0.98371106
388,0.99626261,0.00269151
389,0.13293564,0.85446399
390,0.98137903,0.01758911
391,0.99754792,0.00219397
392,0.03014107,0.96677554
393,0.04899143,0.94849217
394,0.99907780,0.00075217
395,0.99964988,0.00027007
396,0.95864570,0.03980846
397,0.02265395,0.97422522
398,0.99964297,0.00027467
399,0.99515980,0.00458230
400,0.99686831,0.00274465
401,0.01438925,0.98219484
402,0.99967074,0.00019780
403,0.99841762,0.00103286
404,0.99822992,0.00164520
405,0.00555755,0.99305165
406,0.99518579,0.00385316
407,0.99672121,0.00254395
408,0.99822694,0.00114887
409,0.46565428,0.53009081
410,0.99899703,0.00079845
411,0.03319931,0.96400827
412,0.00560257,0.99267101
413,0.01318561,0.98558050
414,0.99926633,0.00059703
415,0.00868229,0.98961228
416,0.01042292,0.98840892
417,0.00534500,0.99383116
418,0.00469936,0.99422121
419,0.00697414,0.99224323
420,0.00734011,0.99126011
421,0.09340229,0.90499121
422,0.99947757,0.00039047
423,0.99957174,0.00034265
424,0.01279130,0.98571569
425,0.99541146,0.00379685
426,0.92960483,0.06866023
427,0.00577795,0.99241090
428,0.99922383,0.00067318
429,0.02991066,0.96899533
430,0.84974998,0.14736146
431,0.01369621,0.98489445
432,0.08742892,0.91145003
433,0.99979001,0.00017400
434,0.01879187,0.97778964
435,0.01602940,0.98009181
436,0.51686341,0.48153692
437,0.99891114,0.00093625
438,0.00668510,0.99071270
439,0.01879701,0.98020935
440,0.00740585,0.99174589
441,0.25983194,0.73321176
442,0.99898118,0.00082946
443,0.02001061,0.97807229
444,0.02356217,0.97532719
445,0.99854845,0.00128252
446,0.99705553,0.00282295
447,0.99810022,0.00167241
448,0.44609281,0.55278152
449,0.01339103,0.98542744
450,0.02282195,0.97470707
451,0.00823724,0.98993021
452,0.02071787,0.97716904
453,0.01260308,0.98484206
454,0.99586499,0.00367998
455,0.01886915,0.97907156
456,0.45576316,0.54220116
457,0.99818242,0.00164320
458,0.99868733,0.00108729
459,0.00623686,0.99254578
460,0.99776125,0.00211552
461,0.00865453,0.99005949
462,0.02351400,0.97541761
463,0.99458462,0.00525581
464,0.00856296,0.98881769
465,0.99711299,0.00278296
466,0.99925154,0.00071635
467,0.99859434,0.00121362
468,0.00971369,0.98930639
469,0.99928916,0.00061072
470,0.00924272,0.98904407
471,0.17193970,0.82530332
472,0.99842608,0.00146818
473,0.04277011,0.95441151
474,0.99317896,0.00639257
475,0.99841046,0.00148547
476,0.22758614,0.76927537
477,0.99946743,0.00049965
478,0.99857295,0.00122636
479,0.00837465,0.99035102
480,0.01309323,0.98563308
481,0.99609035,0.00381388
482,0.99527150,0.00448707
483,0.00569647,0.99381155
484,0.00682096,0.99225217
485,0.97832561,0.02122363
486,0.01675987,0.98211116
487,0.95106614,0.04375221
488,0.96453178,0.03480774
489,0.99759668,0.00213414
490,0.00867822,0.99020773
491,0.00830916,0.99099040
492,0.99904794,0.00088225
493,0.99683678,0.00304746
494,0.99574029,0.00406828
495,0.01116045,0.98707646
496,0.99607050,0.00366318
497,0.01702688,0.98107362
498,0.99690753,0.00293209
499,0.99962378,0.00032128
500,0.00750452,0.99101126
501,0.99874651,0.00114476
502,0.03176817,0.96638083
503,0.99961370,0.00034771
504,0.83946615,0.15935478
505,0.99707675,0.00269005
506,0.09367786,0.90340602
507,0.01257237,0.98587865
508,0.00732871,0.99131256
509,0.02100886,0.97571760
510,0.14553076,0.85123932
511,0.07750160,0.92107379
512,0.00813039,0.99038345
513,0.24855958,0.74899411
514,0.08162796,0.91646963
515,0.99964333,0.00030338
516,0.99835616,0.00154628
517,0.99900228,0.00089791
518,0.01176901,0.98599213
519,0.99851781,0.00129297
520,0.99822956,0.00169722
521,0.00615113,0.99181187
522,0.98106730,0.01854826
523,0.99736482,0.00250985
524,0.04165223,0.95615327
525,0.99860793,0.00129946
526,0.01104278,0.98805553
527,0.99556953,0.00395859
528,0.99552166,0.00431054
529,0.99855667,0.00136219
530,0.99872237,0.00112544
531,0.99648511,0.00322787
532,0.01459148,0.98397487
533,0.13384101,0.86490947
534,0.99703610,0.00285486
535,0.97364843,0.02596106
536,0.99588263,0.00387394
537,0.99519843,0.00468067
538,0.99076265,0.00900865
539,0.02421729,0.97288847
540,0.02650179,0.97125983
541,0.04998352,0.94872087
542,0.99688381,0.00294322
543,0.01142431,0.98648041
544,0.97415960,0.02499052
545,0.99878174,0.00111390
546,0.01528714,0.98260653
547,0.02695166,0.97178179
548,0.00646976,0.99137491
549,0.99146163,0.00837667
550,0.99855596,0.00136546
551,0.88199931,0.11732319
552,0.98737514,0.01245588
553,0.09011196,0.90639013
554,0.99651587,0.00312301
555,0.36408335,0.63438243
556,0.88646609,0.11241238
557,0.01316569,0.98573917
558,0.01153415,0.98740989
559,0.01337348,0.98516524
560,0.99725050,0.00257469
561,0.02291527,0.97415030
562,0.01752449,0.98097587
563,0.01006610,0.98821610
564,0.00548428,0.99319857
565,0.02802362,0.96971560
566,0.99585068,0.00403390
567,0.99959975,0.00033676
568,0.99743670,0.00240742
569,0.99788958,0.00202028
570,0.99890554,0.00101174
571,0.99900860,0.00093718
572,0.01880649,0.97949380
573,0.01770211,0.98148030
574,0.99853659,0.00136546
575,0.99838078,0.00147768
576,0.02515702,0.97317874
577,0.99818039,0.00167386
578,0.99856228,0.00133189
579,0.01079342,0.98827249
580,0.99923205,0.00070581
581,0.01814385,0.97956342
582,0.01487321,0.98379785
583,0.99418962,0.00563089
584,0.08124950,0.91609836
585,0.01079853,0.98758334
586,0.01391019,0.98477757
587,0.00713411,0.99116921
588,0.06588462,0.93239659
589,0.99942821,0.00051070
590,0.99881977,0.00106945
591,0.01009955,0.98832011
592,0.99922299,0.00072654
593,0.25710741,0.74119002
594,0.99827635,0.00153954
595,0.03229415,0.95980024
596,0.01407603,0.98441166
597,0.99938202,0.00056811
598,0.03794976,0.95997036
599,0.01566607,0.98255646
600,0.01821976,0.97893196
601,0.04466105,0.95438838
602,0.99805260,0.00187009
603,0.13840196,0.85994643
604,0.01054897,0.98741621
605,0.71338314,0.28586322
606,0.98597646,0.01385455
607,0.99775970,0.00215852
608,0.02471291,0.97362059
609,0.99943429,0.00049324
610,0.21723358,0.78040922
611,0.05149122,0.94613951
612,0.99523878,0.00460238
613,0.99890053,0.00102147
614,0.20773877,0.79025000
615,0.99918002,0.00075825
616,0.01365298,0.98442310
617,0.95774251,0.04144057
618,0.02011750,0.97772688
619,0.98284388,0.01692393
620,0.01141627,0.98698270
621,0.99713874,0.00267760
622,0.99669290,0.00316537
623,0.99732816,0.00252650
624,0.99707758,0.00276546
625,0.02002169,0.97865009
626,0.99938357,0.00057126
627,0.00774198,0.99025059
628,0.99498922,0.00479052
629,0.02859191,0.96793371
630,0.04393636,0.95291328
631,0.99149668,0.00833713
632,0.02515742,0.97236419
633,0.03598963,0.95991522
634,0.97962648,0.01980595
635,0.02926356,0.96857911
636,0.05236639,0.94539797
637,0.22801104,0.76942807
638,0.03314501,0.96355891
639,0.99630451,0.00351358
640,0.99970251,0.00025017
641,0.02317878,0.97367257
642,0.09707400,0.89965183
643,0.99905795,0.00088849
644,0.99665713,0.00311797
645,0.99814963,0.00174047
646,0.04673436,0.94987714
647,0.06150027,0.93456525
648,0.02571224,0.97225779
649,0.99002200,0.00926772
650,0.99736387,0.00248098
651,0.04241590,0.95493335
652,0.03458245,0.96099335
653,0.98998392,0.00966704
654,0.10364996,0.89327252
655,0.04385916,0.95210814
656,0.03553061,0.96105677
657,0.98909891,0.01065070
658,0.06709991,0.92978978
659,0.92917895,0.05483697
660,0.98509789,0.01367775
661,0.94238722,0.05620242
662,0.60715830,0.38915023
663,0.98595130,0.01366576
664,0.99899334,0.00087694
665,0.99853921,0.00129468
666,0.02761664,0.97080261
667,0.99911195,0.00077702
668,0.99675119,0.00299606
669,0.99815041,0.00168606
670,0.99725538,0.00245622
671,0.99745840,0.00238521
672,0.99617285,0.00369813
673,0.04194701,0.95608091
674,0.05895510,0.93590695
675,0.04247202,0.95462048
676,0.13401014,0.86249495
677,0.02424048,0.97343045
678,0.49154490,0.50172043
679,0.02222650,0.97591418
680,0.02345429,0.97386861
681,0.01334860,0.98268604
682,0.99653780,0.00315715
683,0.07906664,0.91768497
684,0.99894458,0.00094839
685,0.99767905,0.00207769
686,0.99857891,0.00127602
687,0.99636579,0.00339819
688,0.11958096,0.87627274
689,0.99390775,0.00580776
690,0.99894530,0.00097949
691,0.03021381,0.96606731
692,0.99948347,0.00043457
693,0.02668244,0.97068316
694,0.06874728,0.92889333
695,0.02012227,0.97761989
696,0.99801898,0.00187980
697,0.31774473,0.67899561
698,0.99903393,0.00089178
699,0.05039525,0.94735259
700,0.99743658,0.00227234
701,0.95272368,0.04671521
702,0.02831115,0.97034955
703,0.98511446,0.01398122
704,0.98869193,0.01071374
705,0.97497833,0.02434871
706,0.01722897,0.98100370
707,0.09920929,0.89812011
708,0.99762636,0.00212086
709,0.98958707,0.00985580
710,0.04570442,0.95141596
711,0.99717760,0.00266761
712,0.02063045,0.97713268
713,0.97416210,0.02544285
714,0.05721663,0.93982863
715,0.99682510,0.00297512
716,0.05332695,0.94411445
717,0.50562209,0.49064648
718,0.99539942,0.00439106
719,0.99504459,0.00449977
720,0.02326075,0.97472727
721,0.98265749,0.01694255
722,0.99824691,0.00162252
723,0.99897504,0.00097677
724,0.01593776,0.98169863
725,0.04066765,0.95639920
726,0.05369345,0.94184041
727,0.99954623,0.00041775
728,0.03850710,0.95878267
729,0.02942891,0.96652311
730,0.03838746,0.95826906
731,0.98108965,0.01825317
732,0.09601358,0.90000939
733,0.97596937,0.02363941
734,0.00874903,0.98995435
735,0.01864865,0.97993052
736,0.99648774,0.00335055
737,0.00972697,0.98893064
738,0.99944097,0.00050483
739,0.40497866,0.59163022
740,0.43517938,0.56324798
741,0.49363101,0.50253856
742,0.99813217,0.00176639
743,0.03820692,0.95903122
744,0.02230182,0.97520250
745,0.03966180,0.95778131
746,0.01017341,0.98796022
747,0.99883610,0.00102523
748,0.03091162,0.96610463
749,0.99592626,0.00379448
750,0.02533357,0.97166324
751,0.99783629,0.00199978
752,0.04310568,0.95131391
753,0.54539233,0.45027092
754,0.35750267,0.64039910
755,0.99889141,0.00100062
756,0.06051056,0.93516088
757,0.91877079,0.07944541
758,0.99905664,0.00083136
759,0.01239765,0.98638737
760,0.99911457,0.00075385
761,0.99646616,0.00328304
762,0.98995787,0.00977347
763,0.02565657,0.97209227
764,0.99922335,0.00070037
765,0.02214359,0.97504413
766,0.01122056,0.98688412
767,0.99973089,0.00024139
768,0.03100326,0.96738964
769,0.99888319,0.00095510
770,0.00619825,0.99211287
771,0.01338460,0.98423094
772,0.99921036,0.00070791
773,0.99955112,0.00035035
774,0.99931073,0.00060878
775,0.97175926,0.02773562
776,0.98674357,0.01292567
777,0.01124497,0.98760903
778,0.99882931,0.00108511
779,0.99355352,0.00617534
780,0.11973530,0.87792504
781,0.06538395,0.93286222
782,0.99775761,0.00207077
783,0.99658453,0.00320314
784,0.99978882,0.00018295
785,0.00992459,0.98762995
786,0.01541486,0.98281348
787,0.01223924,0.98598182
788,0.99894065,0.00095245
789,0.00869207,0.99002588
790,0.99913931,0.00080117
791,0.01508499,0.98242283
792,0.01299210,0.98473942
793,0.91625875,0.08269209
794,0.02220444,0.97584003
795,0.99763680,0.00227178
796,0.99912983,0.00078284
797,0.99915993,0.00076221
798,0.01355097,0.98492545
799,0.99869990,0.00117097
800,0.99929094,0.00061735
801,0.00811824,0.99044001
802,0.99674356,0.00311353
803,0.99706656,0.00250470
804,0.00918940,0.98913306
805,0.99865258,0.00117537
806,0.88404161,0.11504083
807,0.99907410,0.00083061
808,0.05257885,0.94549668
809,0.99929512,0.00056618
810,0.06888251,0.92920828
811,0.01206201,0.98648340
812,0.03209184,0.96325034
813,0.03427359,0.96439117
814,0.01517608,0.98319834
815,0.99427694,0.00543706
816,0.99932611,0.00056281
817,0.02563786,0.97079593
818,0.99914837,0.00073171
819,0.01649248,0.98159558
820,0.02173024,0.97525716
821,0.02571708,0.97197950
822,0.88282400,0.11604657
823,0.03655025,0.96114653
824,0.99959487,0.00032567
825,0.00732070,0.99095410
826,0.99922466,0.00068785
827,0.14108749,0.85560435
828,0.99748433,0.00210096
829,0.99981421,0.00012386
830,0.04739413,0.95077157
831,0.00782619,0.99091995
832,0.00967724,0.98770535
833,0.99937159,0.00051810
834,0.99754322,0.00229937
835,0.99793768,0.00188365
836,0.02203892,0.97548705
837,0.01951830,0.97792768
838,0.01122106,0.98731005
839,0.47426942,0.52191204
840,0.53510231,0.46186620
841,0.99349737,0.00621175
842,0.05262316,0.94429356
843,0.01163928,0.98674750
844,0.99682331,0.00302960
845,0.99688894,0.00287961
846,0.99931240,0.00062157
847,0.00866446,0.98920000
848,0.01440906,0.98331660
849,0.01251160,0.98500293
850,0.02084828,0.97679067
851,0.99956602,0.00034815
852,0.99030495,0.00940601
853,0.00911892,0.98882115
854,0.14877200,0.84882224
855,0.01420025,0.98448193
856,0.99779832,0.00203157
857,0.99120444,0.00757280
858,0.00632590,0.99166769
859,0.04363462,0.94721198
860,0.78128475,0.21679430
861,0.02827756,0.96885008
862,0.99108797,0.00872552
863,0.99966633,0.00028471
864,0.99839681,0.00145870
865,0.03187632,0.96532691
866,0.99928051,0.00063948
867,0.01632464,0.98128420
868,0.99303305,0.00651536
869,0.11056688,0.88333637
870,0.99892408,0.00091188
871,0.02699587,0.96895146
872,0.00508860,0.99281377
873,0.52153540,0.47583556
874,0.97629982,0.02300204
875,0.99804664,0.00183380
876,0.91692275,0.08235661
877,0.03220841,0.96607292
878,0.98779756,0.01187869
879,0.01272886,0.98327315
880,0.99549747,0.00435527
881,0.12097155,0.87560642
882,0.99936515,0.00055092
883,0.04228709,0.95428467
884,0.01758596,0.98018736
885,0.93706626,0.06251478
886,0.00924747,0.98838568
887,0.96604353,0.03332293
888,0.01927455,0.97915250
889,0.16402332,0.83370382
890,0.99939728,0.00045842
891,0.99819475,0.00172544
892,0.04952992,0.94680732
893,0.99903524,0.00085908
894,0.89190215,0.10634131
895,0.62189198,0.36943385
896,0.99807227,0.00167410
897,0.99763238,0.00220855
898,0.99516344,0.00460651
899,0.99216437,0.00763660
900,0.99880910,0.00103237
901,0.99681854,0.00297376
902,0.99955422,0.00041345
903,0.72466230,0.27320001
904,0.01351750,0.98456454
905,0.99848902,0.00138720
906,0.99879199,0.00112720
907,0.00892434,0.98896956
908,0.01216133,0.98543972
909,0.99656254,0.00318445
910,0.99689877,0.00291534
911,0.00515756,0.99289942
912,0.03993880,0.95517731
913,0.05226765,0.94350588
914,0.99848503,0.00141901
915,0.03316759,0.96391743
916,0.01137809,0.98660791
917,0.92062771,0.07865607
918,0.02613832,0.97102618
919,0.99862182,0.00122201
920,0.99932933,0.00056106
921,0.99867225,0.00123729
922,0.02093028,0.97636151
923,0.99756408,0.00209710
924,0.01477460,0.98338044
925,0.99821413,0.00168141
926,0.99901760,0.00089316
927,0.00800663,0.98920947
928,0.94840544,0.05110837
929,0.25449163,0.74098891
930,0.10704483,0.89138693
931,0.99620748,0.00360893
932,0.92133909,0.07704109
933,0.01517694,0.98344064
934,0.99777764,0.00197087
935,0.99934798,0.00052250
936,0.01560301,0.98191214
937,0.99875820,0.00116541
938,0.98866701,0.01053983
939,0.99784529,0.00199571
940,0.99838638,0.00140936
941,0.00342165,0.99538165
942,0.99948728,0.00046417
943,0.99536359,0.00438339
944,0.99892044,0.00098120
945,0.10125010,0.89684695
946,0.99798357,0.00179936
947,0.01519141,0.98246831
948,0.01709112,0.98014408
949,0.03651026,0.96067649
950,0.94148946,0.05713170
951,0.00884999,0.98933172
952,0.99883574,0.00108266
953,0.99883229,0.00107552
954,0.66993964,0.32856590
955,0.99715328,0.00271710
956,0.01715200,0.98034728
957,0.01337998,0.98472297
958,0.00799538,0.99032146
959,0.03030187,0.96676475
960,0.90428913,0.09415378
961,0.01842522,0.97842604
962,0.02169493,0.97595620
963,0.99495357,0.00492970
964,0.01004346,0.98819089
965,0.99917907,0.00071892
966,0.99550962,0.00415240
967,0.01112786,0.98671687
968,0.00648991,0.98994851
969,0.01257761,0.98383337
970,0.99800509,0.00185773
971,0.00862725,0.98784560
972,0.01834801,0.97838610
973,0.16324671,0.83188987
974,0.21804617,0.77840531
975,0.99901903,0.00091705
976,0.99791902,0.00189372
977,0.99829644,0.00158622
978,0.99743503,0.00216337
979,0.96783584,0.03082501
980,0.92163777,0.07728948
981,0.99602771,0.00378603
982,0.07613359,0.91852522
983,0.00621203,0.99106944
984,0.00682574,0.99032873
985,0.99007416,0.00957645
986,0.99876839,0.00110058
987,0.99697375,0.00272705
988,0.94868398,0.05076749
989,0.99929368,0.00066428
990,0.00586765,0.99148178
991,0.02896638,0.96604264
992,0.99867588,0.00115674
993,0.99507880,0.00475688
994,0.00976287,0.98642540
995,0.01598937,0.98171103
996,0.01001797,0.98791903
